IRIS ID;Pot ID;vegetation;zone;plant_species;areareduced_new;mean;se;sd;se2;% change;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;mean;mean2;Spalte9;areareduced_4;areareduced_3;areareduced_2;bottom5;mean3;std_soil_new;Spalte1;Spalte2;areareduced_new
21b;t55;veg;low-marsh;atriplex portulacoides;0.115987714;;;;;86.97128958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000657823;;;0.009392198;;;0.003360117;0.095645065;0.067588903;0.142130775;0.049502591;-1.44366918;;;0.016390966
22a;t69;veg;low-marsh;atriplex portulacoides;0.041777642;;;;;-32.65476721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.009790058;;;;;;0.008833668;0.171646079;0.040163277;0.142699029;0.090239874;-0.421764502;;;0.00223134
22b;t69;veg;low-marsh;atriplex portulacoides;0.008841152;;;;;-85.74813199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000110522;;;0.00362689;;;7.37E-05;0.245259983;0.050895588;0.183354176;0.122666829;0.391673573;;;0.002375639
23a;t67;veg;low-marsh;atriplex portulacoides;0.017161271;;;;;-72.33616511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.095232476;;;;;;0.058181296;0.268985681;0.088962856;0.331876848;0.163583488;1.418077942;;;0.02073768
23b;t67;veg;low-marsh;atriplex portulacoides;0.133090548;;;;;114.5409245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.019269777;;;0.046432758;;soilmean;0.008531428;0.245945946;0.147499629;0.338541653;0.127238687;0.506359745;;;0.050491099
24a;t68;veg;low-marsh;atriplex portulacoides;0.000147373;;;;;-99.76243587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0.339152666;0.043401888;0.291780752;0.169576333;1.56840992;;;0.001243326
24b;t68;veg;low-marsh;atriplex portulacoides;0.000438468;;;;;-99.29319301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000787756;;;0.004289133;;;0.000599745;0.160793729;0.030142857;0.128951004;0.080696737;-0.66115642;;;0.015125448
25a;t62;veg;low-marsh;atriplex portulacoides;0.054537051;;;;;-12.0866995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.001125746;;;;17.29015796;9.660792288;0.004123248;0.178295145;0.028310299;0.211428568;0.091209196;-0.397448823;;;0.003400606
25b;t62;veg;low-marsh;atriplex portulacoides;0.007951701;;;;;-87.18192006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.007954093;28.78124212;20.67982305;0.000147351;0.272843815;0.093800499;0.227728401;0.136495583;0.738571239;0.107053125;new_soil_mean;0.02729002
21a;t55;veg;low-marsh;atriplex portulacoides;0.003070512;;;;;-95.05035862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02923777;;;;;;0.027630416;0.271832807;0.146993648;0.313367246;0.149731611;-0.408306649;;;0.096205322
21b;t55;veg;low-marsh;atriplex portulacoides;0;;;;;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.307218562;;;0.11262638;;;0.186924763;0.26311176;0.062318948;0.24186082;0.225018262;0.578706515;;;0.017843866
22a;t69;veg;low-marsh;atriplex portulacoides;0.026665167;;;;;-57.01595894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.008692818;;;;;;0.007469118;0.08812123;0.025080906;0.069906249;0.047795174;-1.744700338;;;0.00636022
22b;t69;veg;low-marsh;atriplex portulacoides;0.001327874;;;;;-97.85947748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.00392914;;;0;0.108745303;0.01461039;0.018751338;0.054372652;-1.65846915;;;0.000663521
23a;t67;veg;low-marsh;atriplex portulacoides;0.001126761;;;;;-98.18367006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0.39501702;0.294047972;0.395725158;0.19750851;0.218051778;;;0.240967104
23b;t67;veg;low-marsh;atriplex portulacoides;0.000112461;;;;;-99.81871375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000111582;;;0.085785261;;;0.000148688;0.475723864;0.253257329;0.436483624;0.237936276;0.748062566;;;0.102062358
24a;t68;veg;low-marsh;atriplex portulacoides;0.008435583;;;;;-86.40190605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.016198459;;;;;;0.010627229;0.480365431;0.064618332;0.42559423;0.24549633;0.847175393;;;0.000368514
24b;t68;veg;low-marsh;atriplex portulacoides;0.000111483;;;;;-99.82029027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.210228767;;;0.058689669;;soilmean;0.111537626;0.484056306;0.261472628;0.426814081;0.297796966;1.532840323;;;0.007962936
25a;t62;veg;low-marsh;atriplex portulacoides;0.009680226;;;;;-84.39555125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000112461;;;;13.00658657;14.81615106;7.50E-05;0.369393718;0.189123377;0.329375749;0.184734343;0.050581571;;;0.066780955
25b;t62;veg;low-marsh;atriplex portulacoides;0.068357747;0.027319641;0.008546788;0.038222399;;10.19215457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.005065521;;;0.04914475;22.41199375;29.96030054;0.003579255;0.333162893;0.208017095;0.338151559;0.168371074;-0.163942009;0.18087612;;0.124620061
36a;t21;veg;low-marsh;elymus athericus;0.011599424;;;;;-81.30181906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0.18946911;0.057832555;0.138683683;0.094734555;0.85883629;;;0.008399065
36b;t21;veg;low-marsh;elymus athericus;0.000718701;;;;;-98.8414596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.002326097;;;0.004028411;;;0.001694541;0.222713117;0.089669753;0.173747603;0.112203829;1.341708224;;;0.00538848
37a;t23;veg;low-marsh;elymus athericus;0.155079312;;;;;149.9866404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.014234477;;;;;;0.012452107;0.174791914;0.012835821;0.086715816;0.093622011;0.828084223;;;0.003579952
37b;t23;veg;low-marsh;elymus athericus;0.016936562;;;;;-72.69839426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000675295;;;0.006332367;;;0.000824773;0.104090577;0.014789618;0.082881002;0.052457675;-0.309747982;;;0.006839744
38a;t4;veg;low-marsh;elymus athericus;0.005656358;;;;;-90.88199506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.012871175;;;;;;0.008992271;0.168610125;0.036944363;0.072125174;0.088801198;0.694831101;;;0.014549195
38b;t4;veg;low-marsh;elymus athericus;7.43E-05;;;;;-99.88022898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00022299;;;0.00841173;;;0;0.125911737;0.017657096;0.075600284;0.062955868;-0.019565186;;;0.006003558
39a;t22;veg;low-marsh;elymus athericus;0.002342949;;;;;-96.2231845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.053676298;;;;;;0.041096908;0.137756211;0.015282392;0.080270112;0.08942656;0.712116866;;;0.006341108
39b;t22;veg;low-marsh;elymus athericus;0.054289392;;;;;-12.48592387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.003326311;;;0.01616791;;soilmean;0.006630811;0.032785677;0.006761777;0.064800119;0.019708244;-1.214982;;;0.001327923
40a;t8;veg;low-marsh;elymus athericus;0.001886656;;;;;-96.95872526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.069759122;;;;;;0.073127229;0.462977971;0.265225198;0.445265393;0.2680526;4.038711093;;;0.132971619
40b;t8;veg;low-marsh;elymus athericus;0.003051217;;;;;-95.08146201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.025737388;;;0.080458412;;;0.019997048;0.340146713;0.186667648;0.25637001;0.180071881;1.831693301;;;0.093365519
36a;t21;veg;low-marsh;elymus athericus;0.000110522;;;;;-99.8218394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.006733251;;;;8.1812007;5.305645386;0.018058859;0.014148233;0.000368161;0;0.016103546;-1.314620227;;;7.18E-05
36b;t21;veg;low-marsh;elymus athericus;0.000862534;;;;;-98.60960192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.003765752;9.88150612;7.74823793;0;0.01324692;7.25E-05;0;0.00662346;-1.57666131;0.063663695;;0.008257935
37a;t23;veg;low-marsh;elymus athericus;0.013113652;;;;;-78.86089534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.001756119;;;;;;0.001899196;0.394632281;0.176722519;0.388870734;0.198265739;0.227979102;;;0.016459651
37b;t23;veg;low-marsh;elymus athericus;0.006677796;;;;;-89.23544497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.001786711;;;0.008563391;;;0.001783591;0.358586224;0.095266185;0.349044004;0.180184908;-0.009061834;;;0.014251084
38a;t4;veg;low-marsh;elymus athericus;0.000442233;;;;;-99.28712386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.005306476;;;;;;0.00782821;0.16319163;0.109376156;0.148605774;0.08550992;-1.250257428;;;0.083499641
38b;t4;veg;low-marsh;elymus athericus;0.010703019;;;;;-82.74681692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.010703019;;;0.033430317;;;0.005796671;0.128564061;0.081593508;0.1730197;0.067180366;-1.49055914;;;0.03421213
39a;t22;veg;low-marsh;elymus athericus;0.042897001;;;;;-30.85036924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00022299;;;;;;7.43E-05;0.167275383;0.068401052;0.24147549;0.08367485;-1.274315322;;;0.010779681
39b;t22;veg;low-marsh;elymus athericus;0.001741212;;;;;-97.19317985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.11304878;;;0.034259382;;;0.068882396;0.179972936;0.102954016;0.192516436;0.124427666;-0.740043106;;;0.012986076
40a;t8;veg;low-marsh;elymus athericus;0.059900756;;;;;-3.440448906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000111259;;;;;;0;0.215683335;0.138378625;0.226135787;0.107841667;-0.957486691;;;0.101486375
40b;t8;veg;low-marsh;elymus athericus;0.002636493;0.019536004;0.008000999;0.035781555;;-95.74999386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.000223439;;;0.032987903;;7.40E-05;0.235541148;0.119075917;0.258275526;0.117807567;-0.826833058;;;0.03013054;
51a;t82;non-veg;low-marsh;soil;0.096205322;;;;;55.0822281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51b;t82;non-veg;low-marsh;soil;0.017843866;;;;;-71.2358273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52a;t84;non-veg;low-marsh;soil;0.00636022;;;;;-89.74737501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52b;t84;non-veg;low-marsh;soil;0.000663521;;;;;-98.93040933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53a;t81;non-veg;low-marsh;soil;0.240967104;;;;;288.4370907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53b;t81;non-veg;low-marsh;soil;0.102062358;;;;;64.52372441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54a;t83;non-veg;low-marsh;soil;0.000368514;;;;;-99.40595831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54b;t83;non-veg;low-marsh;soil;0.007962936;;;;;-87.16380933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55a;t86;non-veg;low-marsh;soil;0.066780955;;;;;7.650378176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55b;t86;non-veg;low-marsh;soil;0.124620061;;;;;100.8865656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51a;t82;non-veg;low-marsh;soil;0.02923777;;;;;-52.86894299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51b;t82;non-veg;low-marsh;soil;0.307218562;;;;;395.2339238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52a;t84;non-veg;low-marsh;soil;0.008692818;;;;;-85.98724524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52b;t84;non-veg;low-marsh;soil;0;;;;;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53a;t81;non-veg;low-marsh;soil;0;;;;;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53b;t81;non-veg;low-marsh;soil;0.000111582;;;;;-99.82013069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54a;t83;non-veg;low-marsh;soil;0.016198459;;;;;-73.88821054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54b;t83;non-veg;low-marsh;soil;0.210228767;;;;;238.8871314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55a;t86;non-veg;low-marsh;soil;0.000112461;;;;;-99.81871375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55b;t86;non-veg;low-marsh;soil;0.005065521;0.06203504;0.020061217;0.08971649;;-91.83441969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10a;t42;veg;low-marsh;spartina anglica;0.005351221;;;;;-91.37387352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10b;t42;veg;low-marsh;spartina anglica;0.009438136;;;;;-84.78579844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6a;t50;veg;low-marsh;spartina anglica;0.016459651;;;;;-73.46717107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6b;t50;veg;low-marsh;spartina anglica;0.014251084;;;;;-77.02736383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7a;t40;veg;low-marsh;spartina anglica;0.083499641;;;;;34.6007695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7b;t40;veg;low-marsh;spartina anglica;0.03421213;;;;;-44.8503135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8a;t49;veg;low-marsh;spartina anglica;0.010779681;;;;;-82.62323837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8b;t49;veg;low-marsh;spartina anglica;0.012986076;;;;;-79.06654686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9a;t35;veg;low-marsh;spartina anglica;0.101486375;;;;;63.59524431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9b;t35;veg;low-marsh;spartina anglica;0.03013054;;;;;-51.42980472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10a;t42;veg;low-marsh;spartina anglica;0.206321453;;;;;232.5885717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10b;t42;veg;low-marsh;spartina anglica;0.107530864;;;;;73.33891339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6a;t50;veg;low-marsh;spartina anglica;0.001756119;;;;;-97.16914988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6b;t50;veg;low-marsh;spartina anglica;0.001786711;;;;;-97.11983581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7a;t40;veg;low-marsh;spartina anglica;0.005306476;;;;;-91.44600211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7b;t40;veg;low-marsh;spartina anglica;0.010703019;;;;;-82.74681692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8a;t49;veg;low-marsh;spartina anglica;0.00022299;;;;;-99.64054186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8b;t49;veg;low-marsh;spartina anglica;0.11304878;;;;;82.23375091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9a;t35;veg;low-marsh;spartina anglica;0.000111259;;;;;-99.82065136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9b;t35;veg;low-marsh;spartina anglica;0.000223439;0.038280282;0.012039468;0.053842139;;-99.63981808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16a;t72;veg;pioneer;atriplex portulacoides;0.00029479;;;;;-98.14648188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16b;t72;veg;pioneer;atriplex portulacoides;0.001712207;;;;;-89.23434753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17a;t59;veg;pioneer;atriplex portulacoides;0.141118613;;;;;787.2957209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17b;t59;veg;pioneer;atriplex portulacoides;0.004068649;;;;;-74.4180107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18a;t64;veg;pioneer;atriplex portulacoides;0.623341852;;;;;3819.316851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18b;t64;veg;pioneer;atriplex portulacoides;0.159100698;;;;;900.3596658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19a;t75;veg;pioneer;atriplex portulacoides;0.11021004;;;;;592.9553432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19b;t75;veg;pioneer;atriplex portulacoides;0.085043988;;;;;434.7215724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20a;t65;veg;pioneer;atriplex portulacoides;0.013580972;;;;;-14.60844119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20b;t65;veg;pioneer;atriplex portulacoides;0.02324734;;;;;46.16969985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16a;t72;veg;pioneer;atriplex portulacoides;0.011991715;;;;;-24.60103469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16b;t72;veg;pioneer;atriplex portulacoides;0.047524521;;;;;198.8146158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17a;t59;veg;pioneer;atriplex portulacoides;0.00044608;;;;;-97.19523267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17b;t59;veg;pioneer;atriplex portulacoides;0.002141098;;;;;-86.53765756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18a;t64;veg;pioneer;atriplex portulacoides;0.004818467;;;;;-69.70346392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18b;t64;veg;pioneer;atriplex portulacoides;0.395612943;;;;;2387.451258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19a;t75;veg;pioneer;atriplex portulacoides;0.000334523;;;;;-97.89665714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19b;t75;veg;pioneer;atriplex portulacoides;0.071676024;;;;;350.6693202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20a;t65;veg;pioneer;atriplex portulacoides;0.000108648;;;;;-99.31686612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20b;t65;veg;pioneer;atriplex portulacoides;0.002234387;0.084930378;0.034413839;0.153903365;;-85.95109474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31a;t7;veg;pioneer;elymus athericus;0.097746773;;;;;514.5914531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31b;t7;veg;pioneer;elymus athericus;0.08717783;;;;;448.1382921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32a;t25;veg;pioneer;elymus athericus;0.001523284;;;;;-90.42221755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32b;t25;veg;pioneer;elymus athericus;0.000434751;;;;;-97.26646476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33a;t19;veg;pioneer;elymus athericus;0.270894698;;;;;1603.274297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33b;t19;veg;pioneer;elymus athericus;0.067248976;;;;;322.8338656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34a;t14;veg;pioneer;elymus athericus;0.000450011;;;;;-97.17051616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34b;t14;veg;pioneer;elymus athericus;0.001623496;;;;;-89.79212576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35a;t24;veg;pioneer;elymus athericus;0.212856883;;;;;1238.356418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35b;t24;veg;pioneer;elymus athericus;0.054787069;;;;;244.4785266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31a;t7;veg;pioneer;elymus athericus;0.005510856;;;;;-65.35000704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31b;t7;veg;pioneer;elymus athericus;0.02849162;;;;;79.14357271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32a;t25;veg;pioneer;elymus athericus;0.117998328;;;;;641.9248906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32b;t25;veg;pioneer;elymus athericus;0.000663497;;;;;-95.82820412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33a;t19;veg;pioneer;elymus athericus;0.003928844;;;;;-75.29704696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33b;t19;veg;pioneer;elymus athericus;0;;;;;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34a;t14;veg;pioneer;elymus athericus;0.011898323;;;;;-25.18824512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34b;t14;veg;pioneer;elymus athericus;0;;;;;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35a;t24;veg;pioneer;elymus athericus;0.005492042;;;;;-65.46830172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35b;t24;veg;pioneer;elymus athericus;0.164452878;0.056659008;0.017404671;0.077836056;;934.0119694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
